rawID	subjID	rt	choice	effort	reward	group	framework	group_framework	trials
23	1009	0.479	1	10	-5	PA	loss	loss1	22
23	1009	0.559	1	8	-20	PA	loss	loss1	23
23	1009	0.427	1	6	-5	PA	loss	loss1	24
23	1009	0.34	1	2	-10	PA	loss	loss1	25
23	1009	0.664	1	10	-10	PA	loss	loss1	26
23	1009	0.4	1	8	-25	PA	loss	loss1	27
23	1009	0.555	1	10	-20	PA	loss	loss1	28
23	1009	0.312	1	8	-10	PA	loss	loss1	29
23	1009	0.322	1	6	-5	PA	loss	loss1	30
23	1009	0.382	1	2	-15	PA	loss	loss1	31
23	1009	0.523	1	8	-20	PA	loss	loss1	32
23	1009	0.339	1	6	-10	PA	loss	loss1	33
23	1009	0.783	1	6	-20	PA	loss	loss1	34
23	1009	0.478	1	10	-5	PA	loss	loss1	35
23	1009	0.413	1	8	-5	PA	loss	loss1	36
23	1009	0.364	1	2	-25	PA	loss	loss1	37
23	1009	0.711	1	2	-10	PA	loss	loss1	38
23	1009	0.496	1	10	-25	PA	loss	loss1	39
23	1009	1.962	1	2	-5	PA	loss	loss1	40
23	1009	0.427	1	10	-15	PA	loss	loss1	41
23	1009	0.441	1	6	-25	PA	loss	loss1	42
23	1009	1.765	1	4	-20	PA	loss	loss1	43
23	1009	0.45	1	2	-20	PA	loss	loss1	44
23	1009	0.646	1	4	-15	PA	loss	loss1	45
23	1009	0.483	1	8	-15	PA	loss	loss1	46
23	1009	0.328	1	4	-5	PA	loss	loss1	47
23	1009	0.404	1	4	-25	PA	loss	loss1	48
23	1009	0.369	1	6	-15	PA	loss	loss1	49
23	1009	0.528	1	4	-10	PA	loss	loss1	50
24	1010	2.524	1	8	-10	PA	loss	loss1	1
24	1010	0.657	1	10	-15	PA	loss	loss1	2
24	1010	0.623	1	10	-25	PA	loss	loss1	3
24	1010	0.586	1	8	-15	PA	loss	loss1	4
24	1010	0.978	1	4	-15	PA	loss	loss1	5
24	1010	0.938	1	8	-25	PA	loss	loss1	6
24	1010	0.731	1	10	-5	PA	loss	loss1	7
24	1010	0.648	1	2	-25	PA	loss	loss1	8
24	1010	3.9	1	6	-5	PA	loss	loss1	9
24	1010	1.974	1	6	-20	PA	loss	loss1	10
24	1010	0.41	1	10	-20	PA	loss	loss1	11
24	1010	0.525	1	4	-20	PA	loss	loss1	12
24	1010	0.482	1	6	-25	PA	loss	loss1	13
24	1010	0.527	1	2	-10	PA	loss	loss1	14
24	1010	1.952	1	4	-5	PA	loss	loss1	15
24	1010	0.663	1	4	-25	PA	loss	loss1	16
24	1010	1.398	1	2	-5	PA	loss	loss1	17
24	1010	0.573	1	6	-15	PA	loss	loss1	18
24	1010	0.49	1	10	-10	PA	loss	loss1	19
